% Model:              ML端口边界_高斯光极限精度比较1.32.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 6 2024, 09:23
% Dimension:          1
% Nodes:              1521
% Expressions:        1
% Description:        线结果图
% x 坐标 (m);real(ewfd.Ez)
-1.2906710526315787E-7;-2.8245322469831055E-5
-1.2881842105263156E-7;-3.193227906291733E-5
-1.2856973684210527E-7;-3.5872192315559566E-5
-1.2832105263157895E-7;-4.0065062227757774E-5
-1.2807236842105264E-7;-4.453310071494147E-5
-1.278236842105263E-7;-4.930822831475906E-5
-1.2757499999999998E-7;-5.439044502721058E-5
-1.2732631578947366E-7;-5.977975085229599E-5
-1.2707763157894734E-7;-6.550813361920322E-5
-1.2682894736842103E-7;-7.161046624578886E-5
