% Model:              ML端口边界_高斯光极限精度比较1.32.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 6 2024, 09:23
% Dimension:          1
% Nodes:              1521
% Expressions:        1
% Description:        线结果图
% x 坐标 (m);imag(ewfd.Ez)
-4.774736842105262E-8;-73.02078873960404
-4.7498684210526306E-8;-74.19798217645314
-4.725E-8;-75.36640826108767
-4.70013157894737E-8;-76.52606699350767
-4.6752631578947383E-8;-77.67695837371309
-4.650394736842107E-8;-78.81720217017667
-4.625526315789474E-8;-79.94482637519889
-4.600657894736841E-8;-81.05983098877974
-4.575789473684209E-8;-82.16221601091924
-4.5509210526315775E-8;-83.25001421494115
-4.5260526315789465E-8;-84.3211904547132
-4.5011842105263156E-8;-85.37574473023545
-4.476315789473684E-8;-86.41367704150787
-4.451447368421052E-8;-87.43295547870675
-4.42657894736842E-8;-88.43150659425527
-4.401710526315788E-8;-89.40933038815342
-4.376842105263156E-8;-90.3664268604012
-4.3519736842105244E-8;-91.30072411458998
-4.3271052631578934E-8;-92.21013726097124
-4.3022368421052625E-8;-93.09466629954498
-4.277368421052631E-8;-93.9543112303112
-4.252499999999999E-8;-94.78698691321699
-4.2276315789473676E-8;-95.59062548686202
-4.202763157894736E-8;-96.36522695124634
-4.177894736842104E-8;-97.11079130636989
-4.1530263157894727E-8;-97.82524855038665
-4.128157894736841E-8;-98.50657746584861
-4.1032894736842094E-8;-99.15477805275574
-4.078421052631578E-8;-99.76985031110809
-4.053552631578946E-8;-100.34976893463221
-4.0286842105263145E-8;-100.89258960800899
-4.003815789473683E-8;-101.3983123312385
-3.978947368421051E-8;-101.8669371043207
-3.9540789473684196E-8;-102.29651354873673
-3.929210526315788E-8;-102.68520463351773
-3.904342105263156E-8;-103.03301035866363
-3.8794736842105247E-8;-103.33993072417451
-3.854605263157893E-8;-103.60412066858856
-3.8297368421052614E-8;-103.82388043505583
-3.80486842105263E-8;-103.99921002357631
-3.779999999999998E-8;-104.13010943415001
-3.7551315789473665E-8;-104.21486895229624
-3.7302631578947355E-8;-104.25195519088183
-3.7053947368421045E-8;-104.24136814990676
-3.680526315789473E-8;-104.18310782937104
-3.655657894736842E-8;-104.07562902997155
-3.630789473684211E-8;-103.91759245519836
-3.60592105263158E-8;-103.70899810505149
-3.581052631578949E-8;-103.44984597953092
-3.556184210526317E-8;-103.13878321938482
-3.5313157894736844E-8;-102.77469050669714
-3.506447368421052E-8;-102.35756784146791
-3.48157894736842E-8;-101.8874152236971
-3.456710526315789E-8;-101.36309815612846
-3.431842105263158E-8;-100.78374091705788
-3.406973684210527E-8;-100.14934350648537
-3.382105263157896E-8;-99.45990592441093
-3.3572368421052636E-8;-98.71453581555625
-3.332368421052631E-8;-97.91262198484803
-3.307499999999999E-8;-97.05416443228629
-3.282631578947367E-8;-96.13916315787102
-3.257763157894736E-8;-95.1669890675341
-3.232894736842105E-8;-94.1373133436729
-3.208026315789474E-8;-93.05013598628742
-3.183157894736843E-8;-91.90545699537763
-3.1582894736842105E-8;-90.70292860175063
-3.133421052631578E-8;-89.44251877827071
-3.108552631578946E-8;-88.1242275249379
-3.0836842105263136E-8;-86.74805484175216
-3.058815789473683E-8;-85.31394893119534
-3.0339473684210523E-8;-83.82218522204532
-3.0090789473684214E-8;-82.2727637143021
-2.984210526315791E-8;-80.66568440796571
-2.9593421052631594E-8;-79.00120239364367
-2.9344736842105278E-8;-77.27990722924876
-2.909605263157896E-8;-75.50179891478102
-2.8847368421052645E-8;-73.66687745024042
-2.859868421052633E-8;-71.7757117513567
-2.8350000000000012E-8;-69.82920802072684
-2.8101315789473696E-8;-67.82736625835082
-2.785263157894738E-8;-65.77018646422867
-2.7603947368421067E-8;-63.65855416642157
-2.7355263157894753E-8;-61.49369049217026
-2.710657894736844E-8;-59.27559544147475
-2.6857894736842127E-8;-57.00426901433505
-2.6609210526315808E-8;-54.68091190558621
-2.6360526315789488E-8;-52.30705422107052
-2.611184210526317E-8;-49.882695960787984
-2.586315789473685E-8;-47.407837124738606
-2.5614473684210536E-8;-44.88398790084548
-2.5365789473684223E-8;-42.312977290363065
-2.511710526315791E-8;-39.694805293291374
-2.4868421052631596E-8;-37.02947190963041
-2.461973684210527E-8;-34.31878700291729
-2.4371052631578944E-8;-31.564864403892436
-2.4122368421052618E-8;-28.767704112555844
-2.387368421052629E-8;-25.92730612890752
-2.3624999999999985E-8;-23.04576618130822
-2.337631578947368E-8;-20.125465085989095
-2.3127631578947372E-8;-17.166402842950152
-2.2878947368421066E-8;-14.168579452191382
-2.2630263157894743E-8;-11.134358904106639
-2.238157894736842E-8;-8.0663676209678
-2.2132894736842097E-8;-4.964605602774867
-2.1884210526315774E-8;-1.8290728495278392
-2.1635526315789464E-8;1.337619541373326
-2.1386842105263154E-8;4.53262418264716
-2.1138157894736844E-8;7.755941074293663
-2.0889473684210535E-8;11.007570216312834
-2.0640789473684212E-8;14.284677840311767
-2.039210526315789E-8;17.584223191914596
-2.0143421052631566E-8;20.906206271121317
-1.9894736842105243E-8;24.250627077931927
-1.9646052631578933E-8;27.614456587613724
-1.9397368421052623E-8;30.99449089421454
-1.9148684210526314E-8;34.3907299977344
-1.8900000000000004E-8;37.80317389817328
-1.865131578947368E-8;41.22862837082539
-1.8402631578947358E-8;44.663758813013764
-1.8153947368421035E-8;48.10856522473838
-1.7905263157894712E-8;51.563047605999245
-1.7656578947368402E-8;55.023878854093994
-1.7407894736842092E-8;58.487627945850804
-1.7159210526315783E-8;61.95429488126966
-1.6910526315789473E-8;65.4238796603506
-1.666184210526316E-8;68.8929564739517
-1.6413157894736847E-8;72.35803352359078
-1.6164473684210534E-8;75.81911080926781
-1.591578947368422E-8;79.27618833098285
-1.5667105263157904E-8;82.72577714325027
-1.5418421052631588E-8;86.16436121154992
-1.516973684210527E-8;89.59194053588179
-1.4921052631578955E-8;93.0085151162459
-1.4672368421052639E-8;96.41056936531629
-1.4423684210526323E-8;99.7945999647394
-1.4175000000000006E-8;103.16060691451526
-1.392631578947369E-8;106.50859021464383
-1.3677631578947373E-8;109.83504457375133
-1.3428947368421057E-8;113.13651628437657
-1.318026315789474E-8;116.41300534651953
-1.2931578947368424E-8;119.6645117601802
-1.2682894736842108E-8;122.88757743988982
-1.2434210526315792E-8;126.07883468007188
-1.2185526315789475E-8;129.23828348072647
-1.1936842105263159E-8;132.3659238418535
-1.1688157894736843E-8;135.45838131849422
-1.1439473684210526E-8;138.51240967924474
-1.119078947368421E-8;141.52800892410508
-1.0942105263157893E-8;144.50517905307524
-1.0693421052631577E-8;147.44066480447296
-1.044473684210526E-8;150.33137559138743
-1.0196052631578944E-8;153.17731141381864
-9.947368421052628E-9;155.97847227176663
-9.698684210526312E-9;158.7317563528323
-9.449999999999995E-9;161.43426122690173
-9.201315789473679E-9;164.08598689397496
-8.952631578947363E-9;166.686933354052
-8.703947368421046E-9;169.23418487555605
-8.45526315789473E-9;171.72505770456908
-8.206578947368413E-9;174.15955184109106
-7.957894736842097E-9;176.537667285122
-7.70921052631578E-9;178.85670504648905
-7.460526315789464E-9;181.11422825643797
-7.211842105263148E-9;183.31023691496875
-6.963157894736832E-9;185.4447310220814
-6.714473684210519E-9;187.51525669949228
-6.4657894736842056E-9;189.51964956262267
-6.2171052631578925E-9;191.45790961147253
-5.9684210526315795E-9;193.33003684604185
-5.71973684210526E-9;195.1338482790944
-5.47105263157894E-9;196.8674747233066
-5.2223684210526204E-9;198.5309161786785
-4.973684210526301E-9;200.12417264521005
-4.724999999999988E-9;201.6453549365784
-4.476315789473675E-9;203.09290864571696
-4.227631578947362E-9;204.4668337726257
-3.9789473684210486E-9;205.76713031730463
-3.7302631578947355E-9;206.9922226885484
-3.4815789473684224E-9;208.1408875083173
-3.2328947368421094E-9;209.21312477661132
-2.9842105263157963E-9;210.2089344934305
-2.73552631578948E-9;211.1270711346032
-2.4868421052631636E-9;211.966655106391
-2.2381578947368473E-9;212.72768640879383
-1.989473684210531E-9;213.41016504181172
-1.7407894736842145E-9;214.01318853616945
-1.4921052631578982E-9;214.53623022979647
-1.2434210526315818E-9;214.97929012269276
-9.947368421052654E-10;215.34236821485837
-7.460526315789491E-10;215.62491447873336
-4.973684210526327E-10;215.82676064954953
-2.4868421052631636E-10;215.94790672730682
0;215.98835271200528
2.4868421052631636E-10;215.94790672730167
4.973684210526327E-10;215.82676064954165
7.460526315789491E-10;215.62491447872515
9.947368421052654E-10;215.3423682148522
1.2434210526315818E-9;214.97929012267977
1.4921052631578982E-9;214.53623022978147
1.7407894736842145E-9;214.01318853615726
1.989473684210531E-9;213.41016504180718
2.2381578947368473E-9;212.7276864087906
2.4868421052631636E-9;211.96665510638746
2.73552631578948E-9;211.12707113459783
2.9842105263157963E-9;210.20893449342168
3.2328947368421127E-9;209.213124776609
3.481578947368429E-9;208.14088750832062
3.7302631578947454E-9;206.99222268855664
3.978947368421062E-9;205.76713031731694
4.227631578947378E-9;204.46683377263594
4.4763157894736945E-9;203.09290864572873
4.725000000000011E-9;201.64535493659542
4.973684210526327E-9;200.12417264523594
5.222368421052644E-9;198.53091617871408
5.47105263157896E-9;196.86747472335145
5.719736842105276E-9;195.13384827914803
5.968421052631593E-9;193.3300368461039
6.2171052631579024E-9;191.45790961154842
6.465789473684212E-9;189.5196495627049
6.714473684210522E-9;187.5152566995733
6.963157894736832E-9;185.4447310221537
7.211842105263148E-9;183.31023691503415
7.460526315789464E-9;181.11422825649652
7.70921052631578E-9;178.85670504654075
7.957894736842097E-9;176.5376672851669
8.206578947368413E-9;174.1595518411279
8.45526315789473E-9;171.7250577046008
8.703947368421046E-9;169.23418487558564
8.952631578947363E-9;166.68693335408238
9.201315789473679E-9;164.08598689400532
9.449999999999995E-9;161.43426122693347
9.698684210526312E-9;158.73175635286688
9.947368421052628E-9;155.97847227180551
1.0196052631578944E-8;153.1773114138608
1.044473684210526E-8;150.33137559143086
1.0693421052631577E-8;147.44066480451573
1.0942105263157893E-8;144.50517905311543
1.119078947368421E-8;141.5280089241404
1.1439473684210526E-8;138.51240967927316
1.1688157894736843E-8;135.45838131851372
1.1936842105263159E-8;132.36592384186204
1.2185526315789475E-8;129.23828348073005
1.2434210526315792E-8;126.07883468007424
1.2682894736842108E-8;122.88757743989461
1.2931578947368424E-8;119.66451176019117
1.318026315789474E-8;116.41300534653857
1.3428947368421057E-8;113.13651628440275
1.3677631578947373E-8;109.83504457378368
1.392631578947369E-8;106.50859021468138
1.4175000000000006E-8;103.16060691455976
1.4423684210526323E-8;99.79459996478951
1.4672368421052639E-8;96.41056936537058
1.4921052631578955E-8;93.008515116303
1.516973684210527E-8;89.5919405359448
1.5418421052631588E-8;86.1643612116154
1.5667105263157904E-8;82.72577714331483
1.591578947368422E-8;79.27618833104309
1.6164473684210537E-8;75.81911080932647
1.6413157894736853E-8;72.3580335236477
1.666184210526317E-8;68.89295647400681
1.6910526315789486E-8;65.42387966040376
1.7159210526315803E-8;61.9542948813205
1.740789473684212E-8;58.487627945898105
1.7656578947368435E-8;55.02387885413658
1.790526315789475E-8;51.563047606035944
1.8153947368421068E-8;48.10856522477248
1.8402631578947384E-8;44.663758813045895
1.86513157894737E-8;41.22862837085621
1.8900000000000017E-8;37.80317389820341
1.9148684210526333E-8;34.39072999775921
1.939736842105265E-8;30.994490894236804
1.9646052631578966E-8;27.614456587636216
1.9894736842105282E-8;24.250627077957432
2.0143421052631586E-8;20.90620627114818
2.039210526315789E-8;17.584223191944695
2.0640789473684192E-8;14.284677840346976
2.0889473684210495E-8;11.007570216355024
2.113815789473681E-8;7.755941074335793
2.1386842105263128E-8;4.532624182690911
2.1635526315789444E-8;1.3376195414203813
2.188421052631576E-8;-1.829072849475797
2.2132894736842077E-8;-4.964605602717505
2.2381578947368393E-8;-8.066367620906512
2.263026315789471E-8;-11.13435890404282
2.2878947368421026E-8;-14.168579452126426
2.3127631578947342E-8;-17.166402842884708
2.337631578947366E-8;-20.125465085923373
2.3624999999999975E-8;-23.045766181242428
2.387368421052629E-8;-25.927306128841863
2.4122368421052614E-8;-28.767704112487774
2.4371052631578937E-8;-31.56486440382277
2.461973684210526E-8;-34.31878700284686
2.4868421052631583E-8;-37.02947190956004
2.51171052631579E-8;-39.69480529321828
2.5365789473684216E-8;-42.312977290290995
2.5614473684210532E-8;-44.883987900778166
2.586315789473685E-8;-47.40783712467981
2.6111842105263165E-8;-49.882695960732185
2.636052631578948E-8;-52.30705422101727
2.6609210526315798E-8;-54.68091190553504
2.6857894736842114E-8;-57.00426901428551
2.710657894736843E-8;-59.27559544143217
2.7355263157894747E-8;-61.4936904921342
2.7603947368421063E-8;-63.658554166391596
2.785263157894738E-8;-65.77018646420436
2.8101315789473696E-8;-67.82736625833
2.8350000000000012E-8;-69.82920802070852
2.859868421052633E-8;-71.77571175133991
2.8847368421052645E-8;-73.66687745022418
2.909605263157896E-8;-75.50179891476313
2.9344736842105278E-8;-77.27990722922983
2.9593421052631594E-8;-79.00120239362428
2.984210526315791E-8;-80.66568440794649
3.009078947368423E-8;-82.2727637142795
3.033947368421054E-8;-83.82218522202041
3.058815789473686E-8;-85.31394893116922
3.0836842105263176E-8;-86.74805484172593
3.108552631578949E-8;-88.12422752490804
3.133421052631581E-8;-89.44251877823804
3.1582894736842125E-8;-90.70292860171595
3.183157894736844E-8;-91.90545699534177
3.208026315789476E-8;-93.0501359862497
3.2328947368421074E-8;-94.13731334363439
3.257763157894739E-8;-95.16698906749585
3.282631578947371E-8;-96.13916315783405
3.307500000000001E-8;-97.05416443224912
3.332368421052631E-8;-97.91262198481145
3.3572368421052616E-8;-98.71453581552106
3.382105263157892E-8;-99.45990592437794
3.4069736842105236E-8;-100.14934350645221
3.431842105263155E-8;-100.78374091702588
3.456710526315787E-8;-101.36309815609894
3.4815789473684185E-8;-101.8874152236714
3.50644736842105E-8;-102.35756784144488
3.531315789473682E-8;-102.77469050667644
3.5561842105263134E-8;-103.13878321936608
3.581052631578945E-8;-103.4498459795138
3.6059210526315767E-8;-103.70899810503656
3.630789473684208E-8;-103.91759245518593
3.65565789473684E-8;-104.07562902996193
3.6805263157894716E-8;-104.18310782936457
3.705394736842103E-8;-104.24136814990247
3.730263157894735E-8;-104.2519551908792
3.7551315789473665E-8;-104.2148689522948
3.779999999999998E-8;-104.13010943414922
3.80486842105263E-8;-103.99921002357529
3.8297368421052614E-8;-103.8238804350545
3.854605263157893E-8;-103.60412066858687
3.8794736842105247E-8;-103.33993072417238
3.904342105263156E-8;-103.03301035866043
3.929210526315788E-8;-102.68520463351327
3.9540789473684196E-8;-102.29651354873087
3.978947368421051E-8;-101.86693710431327
4.003815789473683E-8;-101.39831233122834
4.0286842105263145E-8;-100.89258960799627
4.053552631578946E-8;-100.34976893461706
4.078421052631578E-8;-99.76985031109074
4.1032894736842094E-8;-99.15477805273812
4.128157894736841E-8;-98.50657746583023
4.1530263157894727E-8;-97.82524855036706
4.177894736842104E-8;-97.11079130634859
4.202763157894736E-8;-96.36522695122355
4.2276315789473676E-8;-95.59062548683818
4.252499999999999E-8;-94.78698691319252
4.277368421052631E-8;-93.95431123028656
4.3022368421052625E-8;-93.09466629951987
4.327105263157894E-8;-92.21013726094633
4.351973684210526E-8;-91.3007241145659
4.3768421052631574E-8;-90.36642686037858
4.401710526315789E-8;-89.40933038813333
4.4265789473684207E-8;-88.43150659423752
4.451447368421052E-8;-87.43295547869113
4.476315789473684E-8;-86.41367704149417
4.501184210526316E-8;-85.37574473022497
4.5260526315789485E-8;-84.32119045470586
4.550921052631581E-8;-83.25001421493687
4.575789473684213E-8;-82.162216010918
4.600657894736845E-8;-81.05983098878123
4.6255263157894764E-8;-79.94482637520278
4.650394736842108E-8;-78.81720217018264
4.6752631578947397E-8;-77.67695837372084
4.70013157894737E-8;-76.52606699351696
4.725E-8;-75.36640826109821
4.7498684210526306E-8;-74.19798217646462
4.774736842105261E-8;-73.02078873961618
4.7996052631578926E-8;-71.83671434741873
4.824473684210524E-8;-70.64753257174685
4.849342105263156E-8;-69.4532434126005
4.8742105263157875E-8;-68.25384686997971
4.899078947368419E-8;-67.05112388940205
4.923947368421051E-8;-65.84672455529396
4.9488157894736824E-8;-64.64064886765544
4.973684210526314E-8;-63.432896826486505
4.9985526315789456E-8;-62.225126910861796
5.023421052631577E-8;-61.01885184924323
5.048289473684209E-8;-59.81407164163079
5.0731578947368405E-8;-58.61078628802449
5.098026315789472E-8;-57.41051773804056
5.122894736842104E-8;-56.21463052021131
5.1477631578947355E-8;-55.02312463453673
5.172631578947367E-8;-53.83600008101681
5.197499999999999E-8;-52.654631237943704
5.2223684210526304E-8;-51.48022663056811
5.247236842105262E-8;-50.31278625889006
5.2721052631578936E-8;-49.15231012290951
5.296973684210525E-8;-48.0000170284876
5.321842105263157E-8;-46.856954705898815
5.3467105263157885E-8;-45.72312315514314
5.37157894736842E-8;-44.59852237622061
5.396447368421052E-8;-43.48421061666526
5.4213157894736835E-8;-42.3810729572332
5.446184210526315E-8;-41.289109397924435
5.471052631578947E-8;-40.20831993873896
5.4959210526315784E-8;-39.13960022706319
5.52078947368421E-8;-38.08367365264154
5.5456578947368416E-8;-37.040540215474
5.570526315789473E-8;-36.010199915560584
5.595394736842105E-8;-34.99338658166594
5.6202631578947365E-8;-33.990665505678315
5.645131578947368E-8;-33.002036687597716
5.67E-8;-32.02750012742414
5.6948684210526315E-8;-31.067631265070126
5.719736842105263E-8;-30.12284328780265
5.744605263157895E-8;-29.193136195621722
5.7694736842105264E-8;-28.27850998852734
5.794342105263158E-8;-27.379387564075007
5.8192105263157896E-8;-26.496038111325277
5.844078947368421E-8;-25.628461630278156
5.868947368421053E-8;-24.776658120933643
5.8938157894736845E-8;-23.940905917371676
5.918684210526316E-8;-23.121340101528
5.943552631578948E-8;-22.317960673402595
5.96842105263158E-8;-21.530767632995484
5.993289473684211E-8;-20.759904535509964
6.018157894736843E-8;-20.005383677949062
6.043026315789474E-8;-19.267205060312772
6.067894736842106E-8;-18.545368682601094
6.092763157894736E-8;-17.83989455887106
6.117631578947367E-8;-17.1506845952869
6.142499999999998E-8;-16.477738791848616
6.167368421052629E-8;-15.821057148556205
6.192236842105259E-8;-15.180548470051242
6.21710526315789E-8;-14.556017390971205
6.241973684210522E-8;-13.947463911316088
6.266842105263152E-8;-13.354888031085896
6.291710526315784E-8;-12.778100423851138
6.316578947368416E-8;-12.216821976328205
6.341447368421047E-8;-11.671052688517102
6.366315789473679E-8;-11.140792560417825
6.39118421052631E-8;-10.625767637299274
6.416052631578942E-8;-10.125628696856428
6.440921052631574E-8;-9.640375739089283
6.465789473684206E-8;-9.170008763997844
6.490657894736837E-8;-8.714182825170086
6.515526315789469E-8;-8.272492087695207
6.5403947368421E-8;-7.844936551573212
6.565263157894732E-8;-7.431516216804096
6.590131578947364E-8;-7.031828656319222
6.614999999999995E-8;-6.64542454484021
6.639868421052627E-8;-6.2723038823670585
6.664736842105259E-8;-5.9124666688997705
6.68960526315789E-8;-5.5654661487974
6.714473684210522E-8;-5.23082204305151
6.739342105263154E-8;-4.9085343516621
6.764210526315785E-8;-4.598603074629171
6.789078947368417E-8;-4.300549707825811
6.813947368421048E-8;-4.013874775578862
6.83881578947368E-8;-3.7385782778883243
6.863684210526312E-8;-3.474660214754198
6.888552631578943E-8;-3.2216221459655383
6.913421052631575E-8;-2.9789562025157825
6.938289473684207E-8;-2.7466623844049307
6.963157894736838E-8;-2.5247406916329833
6.988026315789471E-8;-2.312683616540664
7.012894736842106E-8;-2.10998459943798
7.037763157894738E-8;-1.9166436403249314
7.062631578947371E-8;-1.7326607392015185
7.087500000000003E-8;-1.5575290966686408
7.112368421052635E-8;-1.3907519546154463
7.137236842105266E-8;-1.2323293130419355
7.162105263157898E-8;-1.082261171948108
7.18697368421053E-8;-0.9400500107721934
7.211842105263161E-8;-0.8052160912485431
7.236710526315793E-8;-0.677759413377157
7.261578947368425E-8;-0.5576799771580349
7.286447368421056E-8;-0.44449684004484785
7.311315789473688E-8;-0.337753214366161
7.33618421052632E-8;-0.23744910012197445
7.361052631578951E-8;-0.14358449731228806
7.385921052631581E-8;-0.05570105305774458
7.410789473684212E-8;0.026630392937781817
7.435657894736842E-8;0.10340984067429113
7.460526315789472E-8;0.17463729015178336
7.485394736842104E-8;0.24074374922748812
7.510263157894736E-8;0.30212725715774014
7.535131578947367E-8;0.35878781394253934
7.559999999999999E-8;0.4107254195818857
7.58486842105263E-8;0.4583401688411042
7.609736842105262E-8;0.5019965751301797
7.634605263157894E-8;0.5416946384491124
7.659473684210525E-8;0.5774343587979021
7.684342105263157E-8;0.6095824440835044
7.709210526315789E-8;0.6384684622660932
7.73407894736842E-8;0.6640924133456684
7.758947368421052E-8;0.68645429732223
7.783815789473684E-8;0.7058859528815055
7.808684210526315E-8;0.7226814653223297
7.833552631578947E-8;0.7368408346447026
7.858421052631579E-8;0.7483640608486244
7.88328947368421E-8;0.7575475200040372
7.908157894736842E-8;0.7646500621099672
7.933026315789473E-8;0.7696716871664142
7.957894736842105E-8;0.7726123951733782
7.982763157894737E-8;0.7737332975219456
8.007631578947368E-8;0.773258946163652
8.0325E-8;0.7711893410984972
8.057368421052632E-8;0.7675244823264814
8.082236842105263E-8;0.7624911112907806
8.107105263157895E-8;0.7562810120050137
8.131973684210527E-8;0.7488941844691807
8.156842105263158E-8;0.7403306286832815
8.18171052631579E-8;0.7307842108143769
8.206578947368421E-8;0.720415965045934
8.231447368421053E-8;0.7092258913779523
8.256315789473685E-8;0.6972139898104319
8.281184210526316E-8;0.6845432411749647
8.306052631578948E-8;0.6713463212144409
8.33092105263158E-8;0.6576232299288605
8.355789473684211E-8;0.6433739673182234
8.380657894736843E-8;0.6287329994565628
8.405526315789475E-8;0.6138072869864685
8.430394736842106E-8;0.5985968299079408
8.455263157894738E-8;0.5831016282209797
8.48013157894737E-8;0.5674302629758574
8.505000000000001E-8;0.5516667551089122
8.529868421052633E-8;0.5358111046201439
8.554736842105264E-8;0.5198633115095528
8.579605263157896E-8;0.5039088403169752
8.604473684210528E-8;0.48801157157507474
8.629342105263159E-8;0.4721715052838513
8.654210526315791E-8;0.456388641443305
8.679078947368423E-8;0.4407281264136416
8.703947368421054E-8;0.425236436184905
8.728815789473686E-8;0.40991357075709506
8.753684210526317E-8;0.3947595301302119
8.778552631578949E-8;0.3798218822173327
8.803421052631578E-8;0.36513230899609883
8.828289473684207E-8;0.3506908104665102
8.853157894736839E-8;0.3364973866285668
8.87802631578947E-8;0.32258464503695455
8.902894736842102E-8;0.30897192128622514
8.927763157894734E-8;0.2956592153763786
8.952631578947365E-8;0.28264652730741496
8.977499999999997E-8;0.269953962078006
9.002368421052628E-8;0.2575907742032986
9.02723684210526E-8;0.24555696368329294
9.052105263157892E-8;0.23385253051798885
9.076973684210523E-8;0.22248735438317754
9.101842105263155E-8;0.21146268181084513
9.126710526315787E-8;0.20077851280099165
9.151578947368418E-8;0.19043484735361713
9.17644736842105E-8;0.1804334260074406
9.201315789473682E-8;0.17076936016499009
9.226184210526313E-8;0.16144264982626552
9.251052631578945E-8;0.15245329499126695
9.275921052631576E-8;0.14379678378802527
9.300789473684208E-8;0.1354637548345514
9.32565789473684E-8;0.12745420813084535
9.350526315789471E-8;0.1197681436769071
9.375394736842103E-8;0.11239647392837393
9.400263157894735E-8;0.10532680463998491
9.425131578947366E-8;0.09855913581174003
9.449999999999998E-8;0.0920934674436393
9.47486842105263E-8;0.08591759088907919
9.499736842105261E-8;0.08001728726545769
9.524605263157893E-8;0.0743925565727748
9.549473684210524E-8;0.06904339881103054
9.574342105263156E-8;0.06395570701449568
9.599210526315788E-8;0.05911441312953942
9.62407894736842E-8;0.05451951715616177
9.648947368421051E-8;0.05017101909436272
9.673815789473683E-8;0.04605390315065107
9.698684210526314E-8;0.042153005953820405
9.723552631578946E-8;0.03846832750387073
9.748421052631578E-8;0.03499986780080205
9.773289473684209E-8;0.03173246909387305
9.798157894736841E-8;0.02865142871102031
9.823026315789472E-8;0.02575674665224384
9.847894736842104E-8;0.023048422917543623
9.872763157894736E-8;0.020511725411026714
9.897631578947367E-8;0.018132803166905662
9.922499999999999E-8;0.01591165618518046
9.94736842105263E-8;0.01384828446585111
9.972236842105262E-8;0.011928782490932236
9.997105263157894E-8;0.010140412598328511
1.0021973684210526E-7;0.008483174788039931
1.0046842105263157E-7;0.0069570690600665
1.0071710526315789E-7;0.005549286256146537
1.009657894736842E-7;0.004248365979049648
1.0121447368421052E-7;0.0030543082287758355
1.0146315789473684E-7;0.0019671130053250975
1.0171184210526315E-7;9.752380636328455E-4
1.0196052631578947E-7;6.859003779055616E-5
1.0220921052631579E-7;-7.528310722017706E-4
1.024578947368421E-7;-0.0014890252663441348
1.0270657894736842E-7;-0.0021501728495904055
1.0295526315789474E-7;-0.002744970445888649
1.0320394736842105E-7;-0.003273418055238866
1.0345263157894737E-7;-0.003735515677641056
1.0370131578947368E-7;-0.004140047755095575
1.0395E-7;-0.004494337188780599
1.0419868421052632E-7;-0.004798383978696129
1.0444736842105265E-7;-0.005052188124842165
1.0469605263157895E-7;-0.005263157840385512
1.0494473684210527E-7;-0.005437313055316213
1.0519342105263158E-7;-0.005574653769634267
1.0544210526315789E-7;-0.005675179983339675
1.056907894736842E-7;-0.005744991758892579
1.0593947368421052E-7;-0.00578891754004381
1.0618815789473684E-7;-0.005806957326793371
1.0643684210526315E-7;-0.005799111119141259
1.0668552631578948E-7;-0.005770280331688113
1.069342105263158E-7;-0.005724242842660608
1.071828947368421E-7;-0.005660998652058744
1.0743157894736843E-7;-0.0055805477598825206
1.0768026315789475E-7;-0.005486732585964931
1.0792894736842106E-7;-0.005382435770180973
1.0817763157894738E-7;-0.005267657312530648
1.084263157894737E-7;-0.0051423972130139545
1.0867500000000001E-7;-0.00500959367180383
1.0892368421052633E-7;-0.004871387999087333
1.0917236842105264E-7;-0.004727780194864465
1.0942105263157896E-7;-0.004578770259135225
1.0966973684210528E-7;-0.004426546175418386
1.099184210526316E-7;-0.004272647592846082
1.1016710526315791E-7;-0.004117074511418314
1.1041578947368423E-7;-0.00395982693113508
1.1066447368421054E-7;-0.0038024828782188876
1.1091315789473686E-7;-0.003646098829284516
1.1116184210526318E-7;-0.0034906747843319644
1.1141052631578949E-7;-0.0033362107433612337
1.1165921052631581E-7;-0.0031837941489149427
1.1190789473684212E-7;-0.0030340952562477683
1.1215657894736844E-7;-0.0028871140653597112
1.1240526315789476E-7;-0.0027428505762507713
1.1265394736842107E-7;-0.0026019995771253586
1.1290263157894739E-7;-0.0024649250591215577
1.131513157894737E-7;-0.002331627022239367
1.1340000000000002E-7;-0.0022021054664787877
1.1364868421052634E-7;-0.0020767434056199628
1.1389736842105266E-7;-0.001955667771948524
1.1414605263157897E-7;-0.0018388785654644725
1.1439473684210529E-7;-0.0017263757861678075
1.1464342105263158E-7;-0.0016183006784074784
1.148921052631579E-7;-0.0015146062614972704
1.1514078947368421E-7;-0.0014152925354371842
1.153894736842105E-7;-0.0013203595002272194
1.1563815789473682E-7;-0.0012297704623263973
1.1588684210526313E-7;-0.001143362847283851
1.1613552631578945E-7;-0.0010611366550995808
1.1638421052631577E-7;-9.830918857735864E-4
1.1663289473684208E-7;-9.090728510278044E-4
1.168815789473684E-7;-8.388527480234711E-4
1.1713026315789472E-7;-7.724315767605866E-4
1.1737894736842103E-7;-7.098093372391507E-4
1.1762763157894735E-7;-6.50763326524774E-4
1.1787631578947366E-7;-5.950432559874543E-4
1.1812499999999998E-7;-5.426491256271919E-4
1.183736842105263E-7;-4.935809354439869E-4
1.1862236842105261E-7;-4.475903349726207E-4
1.1887105263157893E-7;-4.0443093827617697E-4
1.1911973684210525E-7;-3.6410274535465575E-4
1.1936842105263156E-7;-3.2660575620805705E-4
